id,member_id,loan_amnt,loan_status,dti,fico_range_low,fico_range_high
676051,863983,12000,Fully Paid,10.11,785,789
658521,842195,4000,Fully Paid,2.28,780,784
676079,864013,3000,Fully Paid,21.58,675,679
676042,863973,5000,Charged Off,19.65,680,684
676033,863964,13000,Fully Paid,26,745,749
676035,863966,12000,Fully Paid,6.52,685,689
676031,863962,1500,Fully Paid,19.31,690,694
675379,863146,28000,Fully Paid,8.6,790,794
675764,863603,14000,Fully Paid,12.31,740,744
676019,863946,7200,Fully Paid,20.53,675,679
676021,863948,7000,Current,20.87,690,694
669335,855803,10000,Current,13.84,695,699
675971,863840,1800,Fully Paid,18.75,760,764
675963,863831,8000,Default,18.78,700,704
675917,863777,8500,Fully Paid,7.54,760,764
675952,863818,4600,Charged Off,23.71,680,684
675920,863780,4525,Current,13.78,675,679
675850,863699,27000,Charged Off,21.97,745,749
675918,863778,27500,Fully Paid,25.15,745,749
675873,863723,13000,Current,17.39,750,754
675900,863752,15000,Fully Paid,23.92,710,714
675855,863704,16000,Fully Paid,15.48,665,669
675864,863715,12000,Fully Paid,18.33,685,689
675607,863422,30000,Current,20.32,695,699
675858,863708,14000,Fully Paid,10.39,740,744
675837,863681,2700,Fully Paid,20.96,705,709
675827,863674,10625,Fully Paid,21.7,665,669
675816,863658,17000,Fully Paid,18.9,695,699
675815,863661,10000,Current,10.19,670,674
675807,863652,5875,Fully Paid,16.54,660,664
674982,862684,35000,Charged Off,16.14,695,699
675777,863619,8000,Fully Paid,25.12,770,774
675788,863631,10500,Fully Paid,20.07,680,684
675343,863100,12000,Charged Off,3.28,755,759
675756,863595,10000,Fully Paid,15.62,670,674
675469,863274,9500,Fully Paid,7.37,775,779
675737,863571,7000,Fully Paid,11.2,710,714
675736,863566,5500,Fully Paid,23.54,695,699
675716,863546,9000,Fully Paid,22.93,785,789
675717,863547,2500,Charged Off,23.22,700,704
675702,863531,4000,Fully Paid,28.18,735,739
675701,863530,12000,Fully Paid,13.01,730,734
675687,863513,8800,Fully Paid,7.9,695,699
675642,863463,6625,Fully Paid,15.09,705,709
675629,863449,4500,Fully Paid,19.13,700,704
675621,863440,28000,Current,15.53,695,699
675609,863425,26000,Fully Paid,17.95,750,754
675565,863378,8400,Current,18.17,730,734
675591,863405,12000,Charged Off,24.96,700,704
675527,863336,8000,Fully Paid,22.88,675,679
675575,863389,12250,Fully Paid,24.92,660,664
675570,863384,5000,Current,12.06,680,684
675545,863356,17250,Current,13.55,725,729
675553,863365,4000,Fully Paid,14.22,680,684
675548,863360,9600,Fully Paid,27.91,720,724
675547,863359,10000,Fully Paid,14.57,730,734
675534,863343,10000,Current,12.93,680,684
675537,863347,25000,Fully Paid,14.77,685,689
675529,863338,6000,Fully Paid,23.34,740,744
675511,863320,10000,Fully Paid,6.49,745,749
675497,863306,6000,Fully Paid,20.29,760,764
675495,863305,5600,Fully Paid,16.62,710,714
675501,863309,9750,Fully Paid,4.25,685,689
675486,863295,6000,Fully Paid,24.61,715,719
675323,863077,7025,Fully Paid,17.4,775,779
675344,863101,12000,Fully Paid,4.18,775,779
671030,857881,10000,Fully Paid,12.86,700,704
675301,863050,10000,Fully Paid,18.81,735,739
675296,863043,6000,Fully Paid,24.54,765,769
622629,797965,9125,Fully Paid,16.51,790,794
675281,863025,3000,Fully Paid,9.9,775,779
675289,863035,5000,Fully Paid,20.22,705,709
675283,863022,12000,Fully Paid,21.31,695,699
675276,863017,10000,Fully Paid,22.24,715,719
675269,863008,5000,Fully Paid,20.18,710,714
673216,860508,11500,Fully Paid,15.89,725,729
675248,862984,8000,Fully Paid,16.83,685,689
675264,863001,3000,Fully Paid,26.96,750,754
673461,860808,15600,Fully Paid,3.62,720,724
675221,862952,8400,Fully Paid,12.87,725,729
675223,862954,5000,Fully Paid,12.12,680,684
674376,861956,8000,Charged Off,10.32,725,729
675104,862827,13000,Current,14.52,700,704
660835,845178,4000,Charged Off,10.78,690,694
675042,862753,4200,Fully Paid,16.77,705,709
675017,862726,20000,Fully Paid,10.24,745,749
675015,862721,2500,Fully Paid,17.4,690,694
674975,862678,12000,Fully Paid,17.94,740,744
672391,852567,12000,Charged Off,12.11,660,664
674931,862624,13800,Charged Off,6.17,750,754
674948,862646,21850,Fully Paid,24.74,735,739
674952,862648,25000,Late (31-120 days),3.9,725,729
674950,862643,6600,Fully Paid,27.84,730,734
674652,862295,10000,Fully Paid,10.54,760,764
674220,861760,21000,Fully Paid,13.08,725,729
674916,862606,4000,Fully Paid,2.08,795,799
674851,862531,8000,Current,16.23,705,709
674848,862528,15000,Current,4.44,660,664
672549,859736,35000,Current,10.99,745,749
674747,862405,20700,Current,29.27,740,744
674719,862371,10500,Fully Paid,14.07,735,739
674788,862453,5000,Fully Paid,12.64,675,679
674749,862406,22500,Current,12.03,665,669
660042,844184,3200,Fully Paid,4.1,785,789
674720,862372,2800,Fully Paid,3.58,760,764
674647,862289,10000,Fully Paid,5.73,690,694
674675,862321,12000,Charged Off,24.02,680,684
674670,862316,5000,Charged Off,18.57,690,694
663472,848374,5250,Charged Off,13.4,720,724
674629,862271,5700,Fully Paid,17.39,720,724
665771,851210,7200,Fully Paid,8.59,705,709
674613,862251,2200,Charged Off,8.13,715,719
661930,846514,6000,Fully Paid,16.18,725,729
674589,862220,9200,Fully Paid,22.94,690,694
674511,862119,25000,Current,18.06,700,704
674492,862098,12250,Fully Paid,13.22,700,704
674490,862095,14000,Fully Paid,21.25,705,709
674451,862046,4200,Charged Off,2.95,690,694
660407,844654,8000,Current,13.48,660,664
673142,860421,8000,Current,8.4,680,684
674399,861982,25000,Current,11.19,740,744
674359,861930,14125,Fully Paid,18.3,775,779
674378,861958,21850,Fully Paid,23.27,790,794
674320,861887,4800,Fully Paid,7.87,675,679
668535,854775,6000,Fully Paid,5.86,715,719
674275,861834,8875,Fully Paid,18.17,785,789
674014,861499,18225,Fully Paid,18.29,740,744
674290,861853,12000,Fully Paid,7.67,750,754
671796,858769,25475,Fully Paid,5.74,765,769
667191,852982,10000,Fully Paid,24.94,690,694
674232,861776,7600,Fully Paid,23.66,665,669
671073,857933,2400,Fully Paid,5.5,695,699
664388,849526,8800,Fully Paid,15.86,690,694
674221,861761,12000,Fully Paid,28.76,725,729
674215,861754,11000,Fully Paid,19.75,785,789
672419,859582,9000,Fully Paid,21.61,700,704
674099,861608,6000,Current,15.71,670,674
647746,828701,12600,Fully Paid,14.12,745,749
674085,861589,16000,Fully Paid,27.62,720,724
674088,861590,9950,Fully Paid,12.94,770,774
674071,861572,13300,Charged Off,6.89,685,689
673585,860962,4500,Fully Paid,27.62,770,774
673945,861409,4000,Fully Paid,15.9,720,724
668278,854440,8000,Fully Paid,10.67,670,674
673932,861395,7200,Current,9.91,685,689
673901,861353,6500,Fully Paid,6.8,695,699
673900,861351,5000,Fully Paid,6.25,745,749
673841,861281,3050,Fully Paid,1.4,765,769
672227,859340,12000,Fully Paid,12.49,695,699
673814,861251,12000,Fully Paid,3.1,735,739
673800,861236,20000,Fully Paid,18.23,730,734
667298,853098,12000,Fully Paid,3.53,780,784
673776,861205,14625,Fully Paid,24.78,695,699
672199,859307,4000,Fully Paid,22.76,665,669
673491,860847,10500,Fully Paid,16.56,660,664
673722,861127,6000,Fully Paid,8.46,695,699
673721,861124,20000,Fully Paid,13.96,725,729
673712,861111,6000,Fully Paid,3.12,715,719
673632,861018,5500,Fully Paid,3.99,715,719
673602,860982,10000,Fully Paid,19.47,700,704
673620,861001,10500,Fully Paid,7.52,710,714
673623,861005,5400,Charged Off,12.84,710,714
673608,860989,11900,Current,10.23,740,744
673529,860893,4500,Fully Paid,20.87,755,759
663107,847954,12000,Fully Paid,17.96,695,699
673506,860864,12000,Charged Off,7.22,690,694
673463,860810,10000,Fully Paid,11.72,705,709
673432,860776,13375,Fully Paid,20.6,760,764
673377,860707,10000,Fully Paid,18.68,685,689
673363,860690,12000,Fully Paid,12,700,704
659735,843785,15000,Current,22.53,670,674
673352,860676,10800,Fully Paid,1.63,745,749
673339,860660,9000,Fully Paid,15.37,695,699
669575,856153,4800,Fully Paid,20.07,755,759
673307,860619,22000,Charged Off,10.63,710,714
670047,856659,10800,Fully Paid,11.61,760,764
668830,855184,3000,Fully Paid,7.43,720,724
673062,860326,2000,Fully Paid,0.83,725,729
673070,860334,35000,Charged Off,15.04,710,714
673032,860288,9000,Fully Paid,0.42,790,794
673001,860248,10000,Charged Off,13.06,675,679
673008,860256,11000,Fully Paid,11.64,770,774
672798,860025,20000,Fully Paid,5.26,760,764
672974,860213,4000,Fully Paid,3.21,765,769
672970,860161,5000,Current,7.17,670,674
672895,860133,5000,Fully Paid,12.58,710,714
672373,859520,5500,Fully Paid,7.94,675,679
672866,860102,2000,Fully Paid,0.24,775,779
672861,860098,8000,Fully Paid,13.2,705,709
672476,859655,14825,Current,29.35,740,744
672806,860034,10000,Fully Paid,12.47,760,764
672742,859954,6325,Fully Paid,26.6,795,799
672731,859940,21125,Fully Paid,24.95,755,759
669263,855725,12000,Current,20.14,690,694
672769,859986,14000,Fully Paid,3.6,720,724
672739,859950,12000,Fully Paid,8.59,700,704
672083,859168,13000,Fully Paid,11.74,765,769
672722,859930,15000,Fully Paid,11.1,720,724
672705,859907,1200,Fully Paid,5.48,680,684
672712,859915,20000,Fully Paid,11.46,750,754
631535,809026,7000,Current,7.28,705,709
672671,859871,10000,Fully Paid,10.41,745,749
672692,859893,8500,Fully Paid,5.18,675,679
670888,857712,6000,Fully Paid,10.54,705,709
672680,859881,35000,Fully Paid,10.11,760,764
672642,859837,5000,Fully Paid,9.79,740,744
672605,859796,6000,Fully Paid,2.5,755,759
672300,859432,7000,Current,17,775,779
669492,856055,7800,Fully Paid,13.92,725,729
672501,859682,20000,Fully Paid,13.48,695,699
672469,855741,10000,Fully Paid,24.96,705,709
672441,859610,5000,Fully Paid,16.29,755,759
671613,858579,4000,Fully Paid,12.86,675,679
668700,855013,12000,Fully Paid,11.97,715,719
672351,859494,3000,Fully Paid,3.22,705,709
672343,859486,10000,Fully Paid,17.35,695,699
672322,859460,6000,Fully Paid,18.3,770,774
672324,859463,10000,Fully Paid,19.16,725,729
672327,859462,12000,Fully Paid,14.24,685,689
669239,855697,16800,Fully Paid,19.14,680,684
633105,811058,16000,Current,13.02,690,694
669514,856082,18550,Fully Paid,13.35,770,774
672173,859273,10000,Fully Paid,8.54,720,724
671047,857902,6000,Fully Paid,6.41,800,804
670462,857135,26500,Charged Off,18.59,720,724
664978,850244,20000,Fully Paid,16.83,755,759
672108,859196,15000,Fully Paid,20.69,720,724
672088,859174,12000,Fully Paid,14.26,685,689
672089,859175,30000,Current,9.89,700,704
672086,859172,5000,Fully Paid,12.59,690,694
672051,859133,25000,Current,12.45,735,739
672042,859123,11000,Charged Off,23.59,685,689
672025,859104,20000,Fully Paid,19.45,755,759
671996,859068,5500,Fully Paid,3.23,740,744
661996,846596,9800,Fully Paid,8.46,695,699
671966,859031,14400,Fully Paid,18.1,710,714
671962,859025,16000,Fully Paid,20.81,725,729
671941,858951,8000,Fully Paid,10.72,660,664
671932,858937,9000,Charged Off,7.76,705,709
671912,858910,3000,Fully Paid,1,800,804
671891,858882,6000,Fully Paid,11.5,690,694
671870,858856,22000,Fully Paid,7.31,740,744
671452,858376,11400,Charged Off,21.11,695,699
671846,858829,6000,Fully Paid,12.55,715,719
671807,858783,2800,Fully Paid,12.54,720,724
671101,857964,6000,Fully Paid,10.89,775,779
670403,857056,10000,Fully Paid,7.09,740,744
663867,848886,14500,Fully Paid,6.08,715,719
671803,858778,15000,Fully Paid,15.33,675,679
671782,858752,3700,Fully Paid,11.8,700,704
671761,858728,25000,Charged Off,12.87,725,729
653074,835207,10000,Current,25.74,725,729
664007,849058,20000,Fully Paid,16.48,755,759
669002,855410,14000,Fully Paid,16.68,740,744
671163,858048,10000,Fully Paid,13.28,675,679
671552,858496,7000,Fully Paid,15.92,745,749
670763,857494,4000,Fully Paid,9.5,675,679
670118,856738,1800,Fully Paid,23.08,695,699
661618,846128,6950,Charged Off,15.75,760,764
671516,858457,2500,Charged Off,7.62,660,664
671498,858435,5650,Fully Paid,20.33,665,669
671468,858396,16000,Fully Paid,20.48,775,779
670812,857560,10200,Fully Paid,8.87,745,749
671416,858334,24000,Charged Off,8.28,660,664
671179,858066,4675,Fully Paid,20.71,690,694
670765,857496,12000,Fully Paid,16.4,785,789
665323,850627,10000,Fully Paid,5.86,755,759
670357,857007,2100,Fully Paid,15.42,670,674
671365,858274,8000,Fully Paid,10.6,735,739
670037,856648,12000,Current,13.76,710,714
671259,858214,7500,Charged Off,12.19,710,714
671243,858146,6300,Fully Paid,17.9,665,669
670653,857366,5000,Fully Paid,6.92,685,689
671238,858141,20000,Fully Paid,13.19,720,724
671210,858110,7000,Fully Paid,1.66,805,809
671197,858092,10000,Fully Paid,18.19,725,729
671193,858085,20500,Fully Paid,17.49,785,789
671194,858087,8000,Fully Paid,11.04,720,724
669256,855716,5000,Charged Off,8.75,730,734
668452,854670,25000,Current,16.48,700,704
671167,858053,10000,Fully Paid,8.45,770,774
671136,858011,6000,Fully Paid,0.3,675,679
671087,857947,10800,Fully Paid,12.82,680,684
668182,854287,5000,Fully Paid,21.41,790,794
670997,857842,12400,Fully Paid,24.45,735,739
662335,847008,14400,Fully Paid,12.69,690,694
670978,857821,10500,Fully Paid,14.54,745,749
670942,857778,6000,Fully Paid,6.55,705,709
670870,857691,8000,Charged Off,19.65,665,669
670159,856782,25450,Fully Paid,9.9,690,694
670935,842891,15000,Fully Paid,6.55,695,699
669574,856152,18225,Fully Paid,22.27,685,689
670596,857297,10000,Fully Paid,18.68,675,679
670906,857734,6000,Fully Paid,17.47,695,699
670901,857727,10000,Fully Paid,10.24,775,779
661584,846087,2200,Fully Paid,18.03,665,669
670717,857438,8000,Current,19.38,695,699
670852,857660,25000,Fully Paid,3.97,730,734
665435,850767,5000,Fully Paid,20.79,760,764
670853,857663,25375,Fully Paid,23.25,720,724
670841,857647,4000,Fully Paid,7.75,695,699
670830,857634,6000,Fully Paid,18.79,755,759
670832,857637,15000,Fully Paid,26.72,750,754
670599,857303,10000,Fully Paid,0.78,690,694
670785,857522,10000,Fully Paid,14.44,715,719
662054,846667,20000,Fully Paid,16.54,760,764
670757,857488,21000,Fully Paid,15.88,750,754
670431,857087,16000,Current,22.05,690,694
670673,857387,9000,Current,5.54,665,669
483065,614634,10000,Fully Paid,5.81,735,739
670723,857446,12250,Fully Paid,23.53,680,684
654211,836649,8000,Charged Off,8.78,670,674
668941,855336,12000,Fully Paid,14.85,750,754
668348,854535,12000,Fully Paid,17.87,685,689
670689,857408,8075,Fully Paid,19.42,665,669
668301,854475,10000,Fully Paid,3.15,730,734
649158,830469,10000,Fully Paid,12.49,730,734
670353,857001,12000,Current,14.19,680,684
670634,857344,15000,Fully Paid,16.77,735,739
642223,822027,24000,Fully Paid,2.6,715,719
670547,857238,10000,Charged Off,17.72,675,679
667850,853783,1000,Fully Paid,22.01,720,724
670627,857338,12000,Current,8.62,705,709
670625,857335,5050,Fully Paid,4.36,770,774
670629,857337,26000,Fully Paid,3.93,705,709
668553,854794,10800,Fully Paid,22.03,660,664
670591,857291,20000,Fully Paid,7.66,770,774
670563,857256,10000,Fully Paid,11.84,755,759
670582,857281,11000,Fully Paid,12.28,685,689
670585,857284,6000,Fully Paid,5.64,775,779
670022,856627,30000,Charged Off,5.67,705,709
667833,853762,6000,Fully Paid,14.36,690,694
670233,856864,6000,Fully Paid,13.25,685,689
670527,857203,18500,Fully Paid,8.29,695,699
670471,857143,4000,Fully Paid,23.4,685,689
670466,857138,8000,Fully Paid,20.71,725,729
670083,856697,14900,Current,22.72,740,744
670475,857149,3000,Charged Off,21.02,705,709
670488,857163,6400,Current,4.64,750,754
670271,856907,10200,Charged Off,13.15,705,709
670409,857058,35000,Fully Paid,12.27,705,709
670397,857049,8000,Fully Paid,21.77,720,724
670388,857039,4000,Fully Paid,10.76,665,669
666332,851920,1600,Fully Paid,6.52,670,674
670360,857010,5500,Fully Paid,19.11,695,699
670331,856976,6400,Fully Paid,10.68,660,664
670280,856918,5800,Fully Paid,7.85,720,724
670308,856951,16000,Fully Paid,7.49,675,679
665465,850805,16000,Fully Paid,21.57,685,689
670267,856903,12000,Fully Paid,21.41,680,684
670226,856857,6000,Fully Paid,20.89,710,714
670277,856915,1000,Fully Paid,20.55,725,729
660530,844808,20000,Fully Paid,21.8,705,709
670178,856804,30000,Current,20.05,690,694
670222,856851,24975,Fully Paid,12.48,700,704
670165,856788,7000,Charged Off,21.79,675,679
670099,856718,8000,Fully Paid,7.73,785,789
670192,856819,12825,Current,19.88,680,684
667780,853695,12000,Fully Paid,18.54,785,789
670149,856770,2000,Fully Paid,18.78,700,704
670133,856754,33000,Current,20.04,725,729
670124,856744,20000,Charged Off,15.97,695,699
670105,856723,3000,Charged Off,12.86,680,684
670092,856708,12000,Fully Paid,3.89,745,749
670030,856639,10000,Fully Paid,4.45,700,704
670036,856647,12000,Fully Paid,11,695,699
669582,856163,7000,Fully Paid,19.68,720,724
669732,856355,4000,Fully Paid,13.5,690,694
669735,856359,2000,Fully Paid,0.85,785,789
666045,851548,12000,Fully Paid,15.67,725,729
669678,856287,8800,Current,3.84,755,759
667870,853808,12000,Fully Paid,5.22,680,684
669579,856160,30000,Current,8.88,700,704
669586,856167,15000,Fully Paid,6.55,725,729
669559,856135,18000,Fully Paid,3.53,720,724
669564,856141,16000,Charged Off,20.19,760,764
669149,855592,30000,Charged Off,10.73,705,709
669546,856120,24000,Current,16.77,685,689
669210,855661,10000,Fully Paid,4.7,735,739
667663,853543,6600,Fully Paid,12.18,700,704
669521,856091,13000,Fully Paid,14.76,755,759
669503,856068,5000,Fully Paid,8.31,700,704
668787,855127,4975,Fully Paid,10.4,750,754
669498,856061,12000,Fully Paid,8.21,675,679
669474,856033,5500,Fully Paid,6.74,710,714
669409,855905,9000,Fully Paid,12.09,720,724
669436,855941,7250,Fully Paid,16.26,775,779
667130,852905,12000,Fully Paid,6.95,700,704
669298,855769,8100,Fully Paid,13.22,730,734
669421,855922,11200,Charged Off,14.55,725,729
669413,855911,3600,Fully Paid,16.02,695,699
647417,828305,15000,Charged Off,11.82,725,729
669400,855893,9950,Fully Paid,19.87,715,719
669394,855886,7200,Current,14.82,735,739
669378,855868,25000,Fully Paid,22.75,685,689
650638,832297,20000,Fully Paid,10.67,725,729
669340,855813,10000,Fully Paid,11.45,745,749
669286,855754,3000,Fully Paid,19.33,700,704
667877,853815,12000,Fully Paid,11.3,690,694
667702,853589,1450,Fully Paid,5.77,685,689
669297,855767,32000,Fully Paid,13.04,685,689
652636,834662,3000,Fully Paid,4.56,705,709
661207,845623,6000,Fully Paid,6.4,790,794
669167,855613,18150,Fully Paid,17.52,695,699
669219,855670,4000,Fully Paid,17.25,670,674
662379,847057,18000,Fully Paid,17.45,675,679
669203,855653,17000,Current,15.52,710,714
668426,854631,3500,Fully Paid,21.64,695,699
669200,855651,5000,Charged Off,18.82,695,699
666953,852684,10000,Fully Paid,13.16,730,734
669087,855517,2900,Charged Off,14.9,690,694
666337,851924,32000,Current,16.36,670,674
669128,855567,16000,Fully Paid,15.77,705,709
669057,855477,8000,Fully Paid,7.06,725,729
669046,855460,11200,Current,16.26,705,709
669010,855421,8975,Fully Paid,22.98,665,669
669037,855451,12000,Fully Paid,9.57,690,694
669015,855426,15900,Fully Paid,7.24,750,754
668994,855397,12000,Fully Paid,10.52,665,669
668218,854352,4500,Fully Paid,4.8,665,669
668983,855384,20000,Fully Paid,19.96,715,719
668727,855047,7200,Fully Paid,6.63,760,764
668836,855198,10000,Fully Paid,16.37,725,729
668845,855209,3000,Fully Paid,24.32,695,699
668661,854961,15850,Fully Paid,28.14,720,724
668841,855204,30000,Fully Paid,9.03,740,744
668826,855180,12000,Fully Paid,8.73,770,774
668827,855181,13250,Fully Paid,10.5,715,719
668685,854994,11650,Charged Off,11.38,750,754
668271,854430,3800,Charged Off,20.23,740,744
667139,852922,10000,Fully Paid,12.38,685,689
668053,854085,4500,Fully Paid,11.08,740,744
640792,820284,13800,Charged Off,14.44,750,754
668677,854984,8000,Fully Paid,1.34,735,739
668663,854964,10000,Fully Paid,12.46,690,694
668658,854958,10000,Fully Paid,17.04,720,724
668646,854937,25000,Fully Paid,1.97,735,739
668616,854886,10400,Fully Paid,21.15,710,714
668594,854847,30000,Current,11.35,710,714
668586,854836,12000,Fully Paid,18.62,695,699
663331,848213,18050,Fully Paid,7.73,740,744
668513,854748,2600,Fully Paid,14.52,735,739
668514,854749,9850,Fully Paid,15.46,710,714
667351,853170,10000,Fully Paid,1.74,755,759
668490,854716,5200,Fully Paid,1.18,800,804
668450,854668,5000,Fully Paid,5.52,750,754
668438,854649,20000,Fully Paid,6.15,770,774
668390,854585,18225,Current,16.56,730,734
666129,851650,18000,Fully Paid,14.6,730,734
668342,854529,14000,Fully Paid,10.91,700,704
651379,833239,14000,Fully Paid,12.29,720,724
664483,849637,18000,Current,23.13,770,774
668304,854479,10000,Fully Paid,22.76,720,724
668258,854411,6400,Charged Off,10.1,725,729
663394,848285,8000,Fully Paid,7.07,700,704
668225,854362,5000,Fully Paid,22.64,720,724
668111,854176,7000,Fully Paid,10.22,760,764
668166,854262,35000,Fully Paid,20.64,670,674
668165,854259,9000,Current,12.13,700,704
664374,849506,10000,Fully Paid,22.11,690,694
640096,819413,12800,Fully Paid,6.47,800,804
668038,854069,20000,Fully Paid,24.47,730,734
668144,854230,8500,Fully Paid,4.82,790,794
668106,854164,6500,Fully Paid,13.98,680,684
668101,854158,12800,Fully Paid,14.47,700,704
668076,854118,14125,Fully Paid,17.38,680,684
661258,845693,18250,Charged Off,17.95,680,684
668020,853996,1500,Fully Paid,22.24,660,664
667410,853245,22000,Fully Paid,16.56,670,674
667963,853924,7000,Fully Paid,11.16,710,714
664027,849081,6000,Fully Paid,9.11,795,799
667962,853923,12000,Fully Paid,18.88,730,734
667961,853921,13500,Charged Off,10.99,705,709
667933,853887,20000,Charged Off,19.95,705,709
667916,853863,6000,Fully Paid,14.29,750,754
667864,853799,2000,Fully Paid,21.73,690,694
666729,852394,10000,Fully Paid,23.41,740,744
667824,853747,18000,Fully Paid,16.78,745,749
667788,853705,2000,Fully Paid,3.4,710,714
665308,850609,7350,Fully Paid,20.61,695,699
664941,850201,6000,Fully Paid,23.31,675,679
667685,853567,15000,Fully Paid,9.66,695,699
667758,853662,7200,Fully Paid,24.11,740,744
667752,853655,8000,Fully Paid,22.19,660,664
651815,833720,7500,Fully Paid,11,710,714
667712,853599,12000,Fully Paid,18.16,715,719
667593,853454,8000,Fully Paid,16.29,715,719
667654,853533,12000,Fully Paid,21.24,680,684
667646,853524,4000,Fully Paid,14.63,760,764
667637,853515,1200,Fully Paid,27.35,745,749
667624,853498,13700,Charged Off,19.88,670,674
667320,853134,10000,Charged Off,9.59,680,684
666283,851854,4800,Charged Off,14.28,730,734
667392,853224,18000,Charged Off,14.06,665,669
667352,853171,1500,Fully Paid,10.03,670,674
666636,852280,5000,Fully Paid,3.28,745,749
666024,851521,14400,Fully Paid,9.36,690,694
667214,853012,12000,Fully Paid,19.9,725,729
667291,853106,1600,Current,16,710,714
528329,683281,5500,Current,6.33,745,749
667247,853054,4200,Fully Paid,18.61,700,704
666481,852088,15000,Fully Paid,18.64,730,734
666026,851524,2000,Fully Paid,3.53,700,704
667200,852993,12000,Fully Paid,19.57,700,704
667189,852980,7200,Fully Paid,7.71,685,689
667193,852985,20500,Fully Paid,24.33,725,729
667144,852929,6500,Fully Paid,12.28,710,714
645507,825970,14875,Fully Paid,21.62,680,684
666590,852214,25000,Fully Paid,5.18,740,744
667062,852822,20000,Fully Paid,13.68,705,709
667056,852814,15000,Fully Paid,16.75,690,694
666999,852744,1200,Fully Paid,4.09,715,719
666990,852731,16000,Fully Paid,9.7,710,714
666996,852743,18000,Charged Off,22.81,690,694
666976,852712,8400,Current,14.14,745,749
666970,852704,5000,Fully Paid,16.37,700,704
666959,852691,12000,Current,7.21,740,744
666941,852671,6500,Fully Paid,13.71,700,704
660762,845085,13600,Fully Paid,6.84,780,784
666920,852649,20000,Fully Paid,12.82,740,744
653378,835567,10750,Charged Off,15.02,700,704
664437,849585,9600,Fully Paid,10.5,690,694
666898,852614,15000,Current,22.68,700,704
666424,852021,6000,Current,9.54,660,664
666847,852543,2000,Charged Off,5.44,720,724
666835,852525,4000,Fully Paid,13.33,665,669
658148,841665,17000,Fully Paid,20.82,750,754
666779,852452,10000,Fully Paid,15.26,720,724
660405,844650,13300,Fully Paid,19.27,715,719
656074,839121,14400,Fully Paid,23.29,720,724
666742,852409,8500,Fully Paid,19.32,695,699
666725,852389,16000,Fully Paid,3.56,720,724
666717,852380,14400,Fully Paid,13.35,755,759
666719,852382,9000,Fully Paid,20.06,665,669
666703,852363,9600,Current,13.72,680,684
666705,852365,9050,Fully Paid,21.65,715,719
666496,852104,5200,Fully Paid,24.75,740,744
666653,852301,3600,Fully Paid,8.71,695,699
664309,849419,11200,Fully Paid,10.06,755,759
666662,852311,12000,Fully Paid,12.72,730,734
662951,847769,10000,Fully Paid,6.6,665,669
666647,852292,16050,Fully Paid,15.15,665,669
666646,852291,3850,Fully Paid,9.54,680,684
666648,852295,2000,Fully Paid,19,710,714
666012,851504,14000,Fully Paid,8.42,710,714
666622,852264,25000,Charged Off,11.22,680,684
666584,852207,6000,Fully Paid,23.06,675,679
666607,852242,4450,Fully Paid,21.89,695,699
666599,852228,12000,Fully Paid,6.58,730,734
666595,852224,14400,Fully Paid,5.96,690,694
666437,852038,20000,Fully Paid,16.54,700,704
666465,852070,1000,Fully Paid,5.93,725,729
666533,852148,12000,Fully Paid,11.39,700,704
666530,852143,7200,Fully Paid,5.4,745,749
666473,852079,4500,Fully Paid,1.05,785,789
666388,851979,6500,Fully Paid,1.83,790,794
666468,852074,12000,Fully Paid,23.52,680,684
665781,851223,8000,Fully Paid,5.17,780,784
666345,851934,6000,Current,15.5,660,664
666407,852002,10800,Fully Paid,1.8,740,744
666443,852046,25000,Fully Paid,21.16,745,749
666427,852025,3000,Fully Paid,8.99,695,699
666395,851989,12000,Fully Paid,25.65,720,724
665200,850490,4000,Fully Paid,15.02,670,674
666366,851957,6400,Fully Paid,8.29,665,669
666364,851954,5000,Charged Off,12.19,670,674
652750,834799,15000,Charged Off,16.89,740,744
666334,851922,15000,Current,7.75,705,709
664718,849921,9600,Fully Paid,3.78,725,729
659948,844062,3600,Charged Off,18.05,675,679
665844,851311,5500,Charged Off,22.48,695,699
666295,851869,10000,Fully Paid,11.28,735,739
666299,851875,10000,Fully Paid,10.05,680,684
665939,851423,10000,Fully Paid,15.17,675,679
666244,851805,3850,Fully Paid,11.21,665,669
666215,851767,7200,Fully Paid,27.31,755,759
666196,851743,4000,Fully Paid,12.97,760,764
666169,851704,25000,Current,9.47,700,704
666141,851664,4800,Fully Paid,18.3,680,684
666036,851540,7200,Fully Paid,10.53,680,684
666097,851611,10000,Fully Paid,4.91,675,679
664637,849822,10000,Fully Paid,13.72,695,699
666077,851589,7200,Fully Paid,11.1,720,724
666052,851559,8000,Fully Paid,8.01,745,749
664858,850098,15000,Fully Paid,10.68,755,759
664168,849251,5000,Fully Paid,6.45,685,689
665951,851439,15000,Fully Paid,10.1,665,669
665972,851461,6500,Fully Paid,24.4,725,729
664023,849077,25000,Fully Paid,8.53,810,814
665941,851425,5000,Fully Paid,12.44,665,669
665932,851413,7000,Fully Paid,8.34,685,689
665826,851284,14400,Fully Paid,17.18,685,689
665860,851329,4800,Charged Off,19.73,690,694
664694,849887,6500,Fully Paid,6.89,760,764
665693,851107,6400,Charged Off,6.53,665,669
665076,850346,10000,Fully Paid,8.96,660,664
